Administración;Departamento;Convocatoria;Bases reguladoras;Aplicación presupuestaria;Fecha de concesión;Beneficiario;Importe;Instrumento;Ayuda equivalente
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223825;15/05/2024;G95749891 ASOC. VECINAL ATXURIGORRI;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223826;15/05/2024;G95635652 ASOCIACION FIESTAS IKATZI;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223827;15/05/2024;G95389417 CLUB DEPORTIVO AEROLINK ELORRIETAKO FUTBOL SALA DE BILBAO;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223828;15/05/2024;G95292124 ASOC PARA EL DESARROLLO COMUNITARIO ALDAPAN GORA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223829;15/05/2024;G95107215 ASOCIACION BIHURRI HITZA KULTUR ELKARTEA DE BILBAO;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223830;15/05/2024;G95102133 ASOCIACION CULTURAL Y DE FESTEJOS SAN JUAN DE BILBAO;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223831;15/05/2024;G48955322 IBARREKOLANDAKO JAI KOORDINAKUNDEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223832;15/05/2024;"G48762983 ASOC. SAN INAZIOKO JAI BATZORDEA, S.I.J.B. DE BILBAO""";2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223833;15/05/2024;G13651781 GARAIZAR SAN ISIDROKO JAI BATZORDEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223834;15/05/2024;G10622298 ASOCIACION KAXIMIRA-BILBO ZAHARREKO JAI BATZORDEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223836;15/05/2024;G06955587 ARTAZUKO JAI BATZORDEA ELKARTEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223837;15/05/2024;G95026308 ASOC. COMISION DE FIESTAS DE ARANGOITI TXAPEL;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223838;15/05/2024;G95150397 ASOC CULTURAL RECREATIVA OTXAR JAIAK DE BILBAO;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223839;15/05/2024;G48260723 ASOC DE VECINOS DE RECALDE BETOLAZA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223840;15/05/2024;G95704375 ASOC MALLONA BERRIA KULTURA ELKARTEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223841;15/05/2024;G95094520 ASOC TXITXARDIN JAI BATZORDEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223842;15/05/2024;G95139309 ASOC DEUSTUKO AJEA JAI BATZORDEA BILBO;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223844;15/05/2024;G48536031 ASOC DE VECINOS SAN GABRIEL DE LOS BARRIOS DE MASUSTEGUI, C;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223845;15/05/2024;G95300711 AGRUPACIÓN COMERCIAL BILBAO CENTRO;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223846;15/05/2024;G95551578 ASOC CULTURAL DE SOLOKOETXE NUEVA GENERACION;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223847;15/05/2024;G95626461 ASOCIACION JAI BATZORDEA LA PEÑA JABAPE;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223848;15/05/2024;G95875399 ASOC INDAUTXUKO JAI BATZORDEA KULTUR ELKARTEA I.J.B.;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223849;15/05/2024;G95955654 ZAHARREAN BERRI ALDE ZAHARREKO JAI BATZORDEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223850;15/05/2024;G95882320 ASOC TXORI MORE KULTUR TALDEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223852;15/05/2024;G95892006 ASOC COMISION DE FIESTAS DE SAN ADRIAN;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223853;15/05/2024;G95140083 ZURBARANJAI ASOC CULTURAL DE ZURBARAN;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223854;15/05/2024;G95460861 ASOC ZURBARANBARRIKO JAI BATZORDEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223855;15/05/2024;G95882817 ASOC IRALAKO JAI BATZORDEA ELKARTEA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223856;15/05/2024;G95473138 ASOC DE VECINOS DE SARATXE BIDEA-GALBARRIATU;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223857;15/05/2024;G95641395 ASOC CULTURAL Y DE FIESTAS MAHATZ-HERRI;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223859;15/05/2024;G95082210 ASOC COMISION DE FIESTAS URECIRLAZA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;FIESTAS DE BARRIOS;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223860;15/05/2024;G48698096 ASOC LARRASKITUKO JAI BATZORDEA L.J.B.;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318251;15/05/2024;B48492391 HOTEL ARRIAGA S.L.;280.01;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;280.01
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318253;15/05/2024;B48492391 HOTEL ARRIAGA S.L.;200;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;200
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318255;15/05/2024;B48492391 HOTEL ARRIAGA S.L.;350;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;350
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318258;15/05/2024;B48492391 HOTEL ARRIAGA S.L.;350;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;350
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318259;15/05/2024;B48492391 HOTEL ARRIAGA S.L.;350;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;350
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318262;15/05/2024;B48492391 HOTEL ARRIAGA S.L.;50;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;50
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318263;15/05/2024;B48492391 HOTEL ARRIAGA S.L.;50;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;50
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN QUE SE SUSCRIBE ENTRE BILBAO EKINTZA, EPEL Y BIZKAIKO SUKALDARIEN BILKURA FUNDAZIOA, EN EL MARCO DE LA PUESTA EN MARCHA DEL PLAN ESTRATÉGICO “TXINGARRAK SORTZEN”.;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB106018396;16/05/2024;G72861974 BISUBI BIZKAIKO SUKALDARIEN BILKURA FUNDAZIOA;50000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;50000
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN SUSCRITO ENTRE BILBAO EKINTZA, EPEL, Y LA ASOCIACIÓN DE COMERCIO, HOSTELERÍA Y SERVICIOS REKALDE – REKALDE BIHOTZEAN EN EL MARCO DE LAS ACCIONES A REALIZAR DURANTE EL AÑO 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB106665637;20/05/2024;G95296075 ASOCIACIÓN DE COMERCIANTES DE REKALDE BIHOTZEAN;27007.5;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;27007.5
BILBAO;AYUNTAMIENTO DE BILBAO;ASIGNACIONES A LOS GRUPOS POLITICOS MUNICIPALES 2024;https://www.boe.es/buscar/pdf/1985/BOE-A-1985-5392-consolidado.pdf;SB107318709;20/05/2024;G95907630 GRUPO MUNICIPAL EAJ-PNV DE BILBAO;15548.56;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;15548.56
BILBAO;AYUNTAMIENTO DE BILBAO;ASIGNACIONES A LOS GRUPOS POLITICOS MUNICIPALES 2024;https://www.boe.es/buscar/pdf/1985/BOE-A-1985-5392-consolidado.pdf;SB107318712;20/05/2024;G56164577 GRUPO MUNICIPAL EUSKAL HERRIA BILDU (EHBILDU) DE BILBAO;8659.54;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8659.54
BILBAO;AYUNTAMIENTO DE BILBAO;ASIGNACIONES A LOS GRUPOS POLITICOS MUNICIPALES 2024;https://www.boe.es/buscar/pdf/1985/BOE-A-1985-5392-consolidado.pdf;SB107318718;20/05/2024;G13948377 GRUPO MUNICIPAL SOCIALISTAS VASCOS DE BILBAO;7511.37;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;7511.37
BILBAO;AYUNTAMIENTO DE BILBAO;ASIGNACIONES A LOS GRUPOS POLITICOS MUNICIPALES 2024;https://www.boe.es/buscar/pdf/1985/BOE-A-1985-5392-consolidado.pdf;SB107318725;20/05/2024;G95655908 GRUPO POLITICO MUNICIPAL DEL PARTIDO POPULAR DE BILBAO;6363.2;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6363.2
BILBAO;AYUNTAMIENTO DE BILBAO;ASIGNACIONES A LOS GRUPOS POLITICOS MUNICIPALES 2024;https://www.boe.es/buscar/pdf/1985/BOE-A-1985-5392-consolidado.pdf;SB107318729;20/05/2024;G13960901 GRUPO MUNICIPAL ELKARREKIN BILBAO;4066.86;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4066.86
BILBAO;AYUNTAMIENTO DE BILBAO;INICIATIVAS PARA LA SENSIBILIZACION SOBRE LA DIVERSIDAD SEXUAL Y DE GÉNERO Y  PARA LA PREVENCIÓN DE LA VIOLENCIA CONTRA PERSONAS LGTBIQ+;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223626;22/05/2024;G95574505 ASOC EMIGRAD@S SIN FRONTERAS;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;INICIATIVAS PARA LA SENSIBILIZACION SOBRE LA DIVERSIDAD SEXUAL Y DE GÉNERO Y  PARA LA PREVENCIÓN DE LA VIOLENCIA CONTRA PERSONAS LGTBIQ+;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223627;22/05/2024;G75130153 NAIZEN ADINGABE TRANSEXUALEN FAMILIEN ELKARTEA- ASOC FAMILI;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;INICIATIVAS PARA LA SENSIBILIZACION SOBRE LA DIVERSIDAD SEXUAL Y DE GÉNERO Y  PARA LA PREVENCIÓN DE LA VIOLENCIA CONTRA PERSONAS LGTBIQ+;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223628;22/05/2024;G48699284 ASOC ALDARTE CENTRO DE ATENCION A GAYS Y LESBIANAS DE BILBAO;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;INICIATIVAS PARA LA SENSIBILIZACION SOBRE LA DIVERSIDAD SEXUAL Y DE GÉNERO Y  PARA LA PREVENCIÓN DE LA VIOLENCIA CONTRA PERSONAS LGTBIQ+;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223629;22/05/2024;G95722336 ASOC CULTURAL HISTERIA KOLEKTIBOA;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;INICIATIVAS PARA LA SENSIBILIZACION SOBRE LA DIVERSIDAD SEXUAL Y DE GÉNERO Y  PARA LA PREVENCIÓN DE LA VIOLENCIA CONTRA PERSONAS LGTBIQ+;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223630;22/05/2024;G48118467 APA DE C.P. VIUDA DE EPALZA TIVOLI;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;INICIATIVAS PARA LA SENSIBILIZACION SOBRE LA DIVERSIDAD SEXUAL Y DE GÉNERO Y  PARA LA PREVENCIÓN DE LA VIOLENCIA CONTRA PERSONAS LGTBIQ+;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223631;22/05/2024;G95897534 SAMURRAK ANIZTASUN SUSTAPENA ELKARTEA;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;INICIATIVAS PARA LA SENSIBILIZACION SOBRE LA DIVERSIDAD SEXUAL Y DE GÉNERO Y  PARA LA PREVENCIÓN DE LA VIOLENCIA CONTRA PERSONAS LGTBIQ+;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223632;22/05/2024;G10676666 ASOC POR LOS DERECHOS LGTBIQ ANITZAK;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;APOYO A SARTU. ACOMPAÑAMIENTO SOCIAL  FAMILIAS CON MENORES SIN VVDA., EN RIESGO EXCLUSIóN;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107223639;22/05/2024;F48211080 GAZTAROA SARTU KOOP. ELKARTEA;324100;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;324100
BILBAO;AYUNTAMIENTO DE BILBAO;EUSKALTZAINDIARI LAGUNTZA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107223644;22/05/2024;G48091961 REAL ACADEMIA DE LA LENGUA VASCA-EUSKALTZAINDIA ASOC;35500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;35500
BILBAO;AYUNTAMIENTO DE BILBAO;ASTE NAGUSIKO ARRAUN TXAPELKETA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107223645;22/05/2024;G48256861 CLUB REMO DEUSTO;27000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;27000
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223646;22/05/2024;G48445191 ASOC CATOLICA DE PADRES DE ALUMNOS DEL COLEGIO LA SALLE-BILBAO;1400;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1400
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223647;22/05/2024;G48296073 ASOC.CATOLICA DE PADRES DE ALUMNOS DEL COLEGIO EL AVE MARIA;800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;800
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223648;22/05/2024;G48094932 ASOCIACION PADRES AFECTADOS AUTISMO;1300;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1300
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223649;22/05/2024;G48094932 ASOCIACION PADRES AFECTADOS AUTISMO;300;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;300
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223650;22/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;500
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223651;22/05/2024;R4800333I COLEGIO BERRIO-OCHOA-HERMANOS DE LA INSTRUCCION CRISTIANA;500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;500
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223652;22/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223653;22/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223654;22/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1400;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1400
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223655;22/05/2024;G48172936 A.P.A. C.P. MUGIKA SOLOKOETXE;1900;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1900
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA EDUCACION;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223656;22/05/2024;G48172936 A.P.A. C.P. MUGIKA SOLOKOETXE;2000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2000
